codigo,nombre,precio,cantidad_vendida,cantidad_stock,categoria,fecha_venta
428,Queso Fresco (kg),6.0,90,200,Lácteos,2024-02-12
429,Arroz (kg),2.0,170,340,Granos,2024-02-12
430,Frijoles (kg),1.5,140,260,Granos,2024-02-12
431,Papas,1.2,100,240,Verduras,2024-02-13
432,Plátanos,1.0,170,340,Frutas,2024-02-13
433,Pimientos,2.0,60,120,Verduras,2024-02-13
434,Huevos (docena),3.5,70,140,Huevos,2024-02-13
435,Carne de Pollo (kg),7.5,30,60,Carnes,2024-02-13
436,Leche Fresca (litro),1.2,400,800,Lácteos,2024-02-13
437,Queso Fresco (kg),6.0,75,170,Lácteos,2024-02-13
438,Arroz (kg),2.0,150,300,Granos,2024-02-13
439,Frijoles (kg),1.5,120,220,Granos,2024-02-13
440,Tomates,2.5,240,500,Verduras,2024-02-14
441,Cebollas,1.8,190,380,Verduras,2024-02-14
442,Huevos (docena),3.5,100,200,Huevos,2024-02-14
443,Carne de Res (kg),10.0,30,60,Carnes,2024-02-14
444,Carne de Cerdo (kg),8.5,10,40,Carnes,2024-02-14
445,Leche Fresca (litro),1.2,440,880,Lácteos,2024-02-14
446,Queso Fresco (kg),6.0,95,210,Lácteos,2024-02-14
447,Arroz (kg),2.0,180,360,Granos,2024-02-14
448,Frijoles (kg),1.5,150,280,Granos,2024-02-14
449,Papas,1.2,80,200,Verduras,2024-02-15
450,Plátanos,1.0,150,300,Frutas,2024-02-15
451,Pimientos,2.0,50,100,Verduras,2024-02-15
452,Huevos (docena),3.5,60,120,Huevos,2024-02-15
453,Carne de Pollo (kg),7.5,25,50,Carnes,2024-02-15
